covariate,411.2_all_hazards ratio,411.2_all_95% confidence interval (lower),411.2_all_95% confidence interval (upper),411.2_all_pvalue,411.2_new_hazards ratio,411.2_new_95% confidence interval (lower),411.2_new_95% confidence interval (upper),411.2_new_pvalue,591_all_hazards ratio,591_all_95% confidence interval (lower),591_all_95% confidence interval (upper),591_all_pvalue,591_new_hazards ratio,591_new_95% confidence interval (lower),591_new_95% confidence interval (upper),591_new_pvalue,585.1_all_hazards ratio,585.1_all_95% confidence interval (lower),585.1_all_95% confidence interval (upper),585.1_all_pvalue,585.1_new_hazards ratio,585.1_new_95% confidence interval (lower),585.1_new_95% confidence interval (upper),585.1_new_pvalue,250.2_all_hazards ratio,250.2_all_95% confidence interval (lower),250.2_all_95% confidence interval (upper),250.2_all_pvalue,250.2_new_hazards ratio,250.2_new_95% confidence interval (lower),250.2_new_95% confidence interval (upper),250.2_new_pvalue,282.5_all_hazards ratio,282.5_all_95% confidence interval (lower),282.5_all_95% confidence interval (upper),282.5_all_pvalue,282.5_new_hazards ratio,282.5_new_95% confidence interval (lower),282.5_new_95% confidence interval (upper),282.5_new_pvalue
285.0,0.8831597098195875,0.7587306838016482,1.02799463591026,0.1087984252522315,0.8399812340875629,0.6451325139184966,1.0936799159814223,0.1953348490137354,1.092884293332971,0.988116760552609,1.2087600638875269,0.0840845146507455,1.0265857837061008,0.8432886104811976,1.249724421993681,0.7937322250596919,1.5277363388081242,1.398370469099559,1.66907008728363,6.140135137909074e-21,1.2903949989522798,1.1078324356876483,1.5030425176958189,0.0010538960739033,0.8575329751796982,0.7977575651703681,0.9217873143747646,3.058031554477143e-05,0.7872132558612962,0.5817228996586057,1.0652919294864054,0.1211013517501591,2.4175667645606564,2.2050664327941787,2.6505455682358656,6.806336122579258e-79,0.4369792440226528,0.1345134936745159,1.4195665764852965,0.1684639701391124
514.0,0.8469279894655573,0.7219778828397826,0.993502760110655,0.0413500367644162,0.7034407066880062,0.5304608040451989,0.9328282580960662,0.0145723763725612,1.0792496968921683,0.965275124974288,1.2066817823290157,0.1804674552945183,0.9836276162430128,0.7930842192674492,1.2199502447918926,0.8805551054002266,1.1419161955693813,1.0363824959256716,1.2581962767896548,0.0073127200166584,0.923951345741614,0.7834833412788416,1.089603370384761,0.3471864296861335,1.0607791432272224,0.9808309214933136,1.1472440010279088,0.1399870683285013,0.5145233849439426,0.3626431468164105,0.7300132815916558,0.0001967853142892,1.7348252574701406,1.560833489475655,1.928212518663594,1.6712741305996874e-24,0.3547721484288222,0.0851098077946777,1.478833997656765,0.1547990288578438
783.0,1.0024296961321928,0.8518259218876408,1.1796603858460957,0.9766924140261756,0.8681352877248134,0.6601092273350415,1.1417184408036178,0.3116698919780906,1.3776704395716912,1.24446521646359,1.525133699970462,6.601250410157512e-10,0.9616850093934732,0.7825076818255284,1.181890068011282,0.7103539260891599,1.1817061004950633,1.0775907631084254,1.295880918577197,0.0003882184972159,1.2550769028306066,1.0721353705633616,1.4692342732720007,0.0047061545545425,0.9374723439244612,0.8662812007852061,1.014513987867474,0.1090751687657349,1.2812130717536292,0.9785087147527852,1.6775598525426394,0.0715482488225654,3.08237499339944,2.7790067211664424,3.4188602451261056,1.256640043729099e-100,0.314781339217921,0.1380957749361764,0.7175258733702964,0.0059668644097567
591.0,0.7373615934683531,0.6244718920534504,0.8706590743969813,0.0003261425184827,0.7547359069286708,0.5707253667526487,0.9980742444453464,0.0484405474951722,5.638784558072198,5.102870673568452,6.230981211624263,1.368504771057648e-252,±,±,±,±,1.0348873211432097,0.9412173326874816,1.1378793507817568,0.4786733580324759,0.9668915329918124,0.8152371956898913,1.1467573382494147,0.6989082860716234,0.8717523282574503,0.8079702938032037,0.940569384358314,0.0003994196325494,1.1507075980531571,0.8658740835964822,1.5292384901016869,0.3333224218352205,0.9785774837870584,0.8872770936447653,1.0792726405697175,0.6647591716932836,1.154530522659554,0.4501517865042448,2.9610917199813755,0.7649260784274039
250.2,1.1701154584953526,1.02033430750175,1.3418839062288814,0.0245753445003334,1.1548053395985858,0.9183030053284184,1.452217149053618,0.2183137523647695,1.2264840761914084,1.101768466467668,1.3653169744218994,0.000190467612928,1.2594940239112975,1.041313022884284,1.523389376111311,0.0174510168480864,1.200727020513983,1.0986166111686313,1.3123280343074002,5.4816515276565406e-05,1.2094042483347902,1.052604027983112,1.389562073682,0.007283879821399,16.060760693302484,14.694047279382518,17.554593989190547,<2.23E-308,±,±,±,±,0.3313000066434097,0.2739895264592906,0.4005981389884677,4.186209766059693e-30,±,±,±,±
563.0,1.0630273565868176,0.9095912407756116,1.242346133289915,0.4421892815371814,1.3436981139464028,1.0498027515131367,1.7198703459490092,0.0189810475805936,1.2834462024909503,1.1633621710220263,1.4159254922663755,6.392457016800899e-07,1.429539717437763,1.1850110110078895,1.7245272699988727,0.0001888700549509,1.1465024854878274,1.0459205706190495,1.2567569528265143,0.003518926907342,1.0453833646175483,0.88510249732338,1.2346890697110222,0.6012057549111848,0.952423213655926,0.8835250420720104,1.0266941339697182,0.2032515321276791,0.6522095315245404,0.4604300080507896,0.9238695688238844,0.0161426550597767,1.6593181182987724,1.5209324048409605,1.810295190602167,4.2981657182210875e-30,0.2312339003184563,0.072875019659089,0.7337098076489792,0.0129351139667415
676.0,0.5842978033124058,0.3941956103707335,0.8660774345879169,0.0074506737257685,0.5255201300498714,0.2834645536862563,0.9742713982973168,0.0410798776500783,0.6938485205359992,0.5590630014449366,0.8611297263559152,0.000911009480604,0.5847538324984551,0.3676786775891357,0.929988779506356,0.0234164993960419,0.6747292468261357,0.5275005383247723,0.8630504112249254,0.0017324191594174,0.9079781678608402,0.6366557292904246,1.294929606980492,0.5940439885764914,0.9321797985118816,0.7985012266082753,1.0882377481680958,0.373864863129337,1.018229251792468,0.6015691499192088,1.7234773580810965,0.9463604854485363,1.2517297420624167,0.98962165468096,1.5832589553315377,0.0610769104621609,0.8347559879306621,0.1490869298776161,4.673901058651525,0.8371796013513438
79.0,0.7383539003481316,0.6166480099793334,0.884080501901838,0.0009647891208613,0.8153189656911441,0.608054371134088,1.0932328544499317,0.1724650516270786,0.85614946206867,0.7680200241237627,0.9543916543539952,0.0050752519912334,0.7476993879219356,0.5992408223155395,0.9329377336787285,0.0100339696432819,1.003779238037799,0.9114156781021716,1.1055029915809649,0.9389488457229168,0.9147506940513694,0.765732995524485,1.092768415568042,0.3260367507329433,1.0427496373045313,0.9636433923906412,1.128349776156564,0.2983671470354833,0.5921805837113452,0.4121684581316361,0.8508119357661085,0.0045998227647514,0.6689785721376008,0.6078668159921048,0.7362341851953896,1.953959391347085e-16,0.6261728560079107,0.2759796244968556,1.4207296872583832,0.2627656371683616
386.9,1.0611047552747743,0.9155693163086538,1.22977395770127,0.4306926620933913,1.0657793859265654,0.8327765041379163,1.3639742401736787,0.6127604419029655,1.133309803500976,1.0182043661803093,1.2614276203997086,0.0220150404557866,0.9365601218705836,0.7572866320674203,1.1582732676577223,0.5454492137980076,1.0126190964579365,0.9191889545651026,1.1155458618369012,0.7995747323222718,0.8014570945620579,0.6783467507230208,0.9469102251012772,0.0092935280123923,0.8147224461781137,0.7543591819888396,0.8799159341527969,1.8167760475243013e-07,0.6900012166132481,0.5027620237837446,0.9469722381668,0.0216022030590976,0.8478635143230266,0.7570688980537696,0.9495470501670727,0.0042927960974508,2.240931990483926,0.9247744077995156,5.430271581502216,0.0739721757204672
465.0,1.060558900167579,0.8916160068670901,1.2615129966955971,0.5066030993474666,1.2602300974440626,0.9550429401500006,1.6629408288745944,0.1020838291193017,0.9090174971734544,0.8113350856924545,1.018460590129975,0.1000533945892541,0.9246566857382246,0.7381881429907395,1.1582277426137466,0.4954445817341294,1.0330538305816184,0.9305839229280634,1.146807064451996,0.5417689505117703,0.8292612466052324,0.6872620995054658,1.0005996483962885,0.0507357225463991,0.8360613822916493,0.7669787921998985,0.9113663142555872,4.717866735947552e-05,0.6225777589586908,0.4227254198907852,0.9169144974772664,0.0164354577190531,1.4046007777185774,1.2739943090215384,1.548596670171058,8.911938280984159e-12,0.7458219326796599,0.3040957841478232,1.8291945638931508,0.5217210510109496
619.2,0.9590151902793403,0.600211432461072,1.53231025842909,0.8610596405137642,1.2030520994554,0.6276658052205552,2.3058996395310527,0.5775977272497839,0.6247647034086102,0.4791998121498423,0.8145473448207343,0.0005097161471209,0.8045127732017101,0.4711069414202336,1.3738723532569623,0.4256546784976004,0.9323566466444831,0.7004805730722442,1.2409893292679386,0.6311771415879279,1.2644523284526523,0.8387200621545092,1.906285259019828,0.2626050903530902,1.0979814788615077,0.9038931830517548,1.3337453479321966,0.3462739707746985,0.8476472724454391,0.4423990537488304,1.624112647610047,0.6183343088319122,0.6321744847336802,0.4763750860064119,0.8389283799424283,0.0014906842538983,0.402660302431999,0.0652710952917498,2.4840293920289493,0.3271535011060771
656.0,2.5691475090768097,1.8037505259633757,3.659330283421687,1.7084006296597294e-07,1.154167178984516,0.6006993786492438,2.217584909177853,0.6669610031738197,0.8373523860440365,0.6508728128498364,1.0772596497672522,0.1672821168655888,0.6396835736291023,0.4007818437159057,1.020992045390552,0.0610852780104481,1.0314979314266643,0.761341236997371,1.3975178682475091,0.841363754684253,0.5618950525122146,0.3210311328585221,0.9834748649653374,0.0435592626510132,0.8979853288479873,0.7068173843035722,1.140857127645145,0.3783174789000064,0.5816012238366993,0.2949668554292085,1.1467728571609912,0.1176764690510118,1.098071219514323,0.9291270639493056,1.2977346693578398,0.2723940720957956,0.6743143328037575,0.2986336157620977,1.5226009244277676,0.3429949272527915
634.0,0.7242679909030391,0.4245000677583025,1.2357221175884372,0.2366198150256226,0.6910451075033817,0.3137983029007996,1.5218161990994743,0.358893708355412,0.8014345901555138,0.6198320242240442,1.0362443003841504,0.0913350476166887,0.9396791545994724,0.5779977035692904,1.5276823906670165,0.801870518090988,0.8326197374520606,0.618232574638084,1.12135085667489,0.2278412006761906,0.6970356269333711,0.4170233701497086,1.1650633993005657,0.168493732775329,1.0131957627979389,0.8165123512260166,1.2572567361783071,0.9052343783530034,1.0464651169091337,0.5863887056199651,1.8675142109871523,0.877851793538964,0.9532330834041656,0.767725208020953,1.1835658146989143,0.6644745906140255,0.5819742449902097,0.1452147902820965,2.3323658779795924,0.4446992584821249
535.0,0.7779510022488817,0.6539951432631783,0.9254010035614196,0.0045761343519451,0.8809646571429903,0.6635428696440678,1.1696286142768362,0.3807960663553302,0.8780136777917694,0.7854818345544271,0.981446017560336,0.0220461479019391,0.9806746183418996,0.784098938875063,1.2265323409821245,0.8642441920189556,0.9003575055496097,0.8133984763557683,0.9966131746784244,0.0428233436919763,0.9552098800595384,0.8014801729013246,1.138426059449998,0.6087599334896,1.0217022046737323,0.943875592293534,1.1059459568168737,0.5953408880961879,0.8564253170059718,0.6142650663203072,1.1940518252202152,0.3606979944157015,0.8857916294115201,0.8015270505547984,0.9789149476520042,0.0174164131491548,0.2590663115018694,0.0356585000322969,1.8821698527530677,0.1819038919202087
