feature,importance,wasserstein_distance_training,wasserstein_distance_eval,wasserstein_distance_all_visits
Z28,0.0002407469510184,0.3243423167172983,-,0.32469021529999725
O82,0.0002394571950189,-0.09725765275285735,-0.09600414508769445,0.03420198796679379
J94,0.0002392832629751,0.15463070282404803,0.26582310893504046,0.40813793126331765
H40,0.0002383783900533,0.3383880605054009,0.4341368719960991,0.2999349662528011
H35,0.0002375092638967,0.1305342331517034,0.4557050580183873,0.24644884979002216
Z59,0.0002374025871736,0.1528393580890363,0.29825680245800984,0.2669098104366352
C74,0.0002357895568563,0.11423540918858217,-0.1364160164635448,0.048855044544732634
R22,0.000235406140773,0.14478483768918043,0.18429999832618463,0.10064119859632349
L97,0.0002326378000438,0.24478705220329317,0.27135679195261186,0.2918771843557502
C54,0.0002322055153853,0.10186130767336822,-0.0900892389008521,0.043258817645295086
D27,0.0002319631411165,0.36799804299603545,0.35794140858922957,0.16829703150046968
J34,0.0002313386959103,0.212126798543807,0.2426208024413537,0.2439383964677828
J39,0.0002300463244086,0.41103065147850526,0.2119213414648116,0.24513900158510757
C43,0.000227563267927,-0.16812632443439487,0.1315558250071387,0.07175121974370298
E85,0.0002264164121775,0.12372385684532093,0.19322319439362906,0.18245727202217676
Z15,0.0002259815211614,-0.08530894174221625,-0.1907692071010371,0.1302764448166304
D47,0.000224694860318,0.28744386517426856,0.19691682523219634,0.21063183717402933
S82,0.0002231298312147,0.07639548524858877,-0.1012192173193661,0.06149637893092584
S13,0.0002226015411027,-0.34561396129125055,-0.4114647193580156,0.04910058080387177
E08,0.0002221560047422,0.4280344124916376,0.26240317803864427,0.4473331663330658
J40,0.000221937116247,0.2505204987381346,0.420512708005084,0.34253354744624676
E10,0.0002209098395126,0.22440970750161662,0.25030568328735775,0.3542710972203517
N19,0.0002203584701872,0.45840865355647514,0.455209561127021,0.5371459696864103
J91,0.0002178249820364,0.32578965469171306,0.2554253702517288,0.38648780771475216
R35,0.0002174716044462,0.2194261245282094,0.211035771739859,0.26228019514214423
K74,0.0002160070699424,0.306098217469411,0.23304332153007976,0.2885195156945136
S61,0.0002141333047767,-0.3326158621472329,-0.30958442608672027,0.06163990846177322
R59,0.0002137732408011,0.20126319262747605,0.1839678461262541,0.16008165745022024
I96,0.0002135040620002,0.36532810749110967,0.2882967767849698,0.308510794220335
A31,0.0002134080996445,0.34629228683428015,-,0.31607460431406487
S52,0.0002109899844172,0.06657594594269534,-0.217423695743671,0.04878334618705216
M94,0.0002105494129696,-0.33779694124029463,0.35794140858922957,0.1857238077288397
N92,0.0002076917120096,0.05074280536026531,-0.18084955380750814,0.0752022451820037
F33,0.0002067764118932,0.17761982138618052,0.27412840128489874,0.2538483531035146
K75,0.0002066821298324,0.29714650487282757,0.2699311696854037,0.26590150862121975
K04,0.0002063643880693,0.15475011957385088,-,0.10991170889323928
L08,0.0002061748233381,0.33572186938639953,0.17536716572058292,0.2656238458736949
R44,0.0002058304479396,0.14964873200217713,0.19955933328295902,0.21223700239119953
M16,0.0002051110519208,-0.053236946358465806,-0.05720034184748028,0.017263608891667604
D05,0.0002042784894338,-0.1942840781833011,-0.19542606215711514,0.049601778487655304
Z08,0.0002040687463998,-0.19452771151042794,-0.2716475933659827,0.15088824433221482
M75,0.000204066263833,-0.04862211040199449,-0.07818569410081862,0.05468757208619902
E53,0.0002025816849029,0.19170685801132872,0.21674832722067566,0.3277531769219265
D24,0.0002025164047298,0.20179554978434527,-0.11242262099733516,0.0859282165029614
O60,0.0002024016570563,-0.126026396177473,-0.245862072140277,0.11946058250395215
A04,0.0002010530450765,0.39262186373861463,0.39257796562523567,0.42475038650702945
M40,0.0002004594448876,0.27849683715363766,0.1780358402431224,0.1581147190221634
L89,0.000199530141476,0.49227419853802723,0.42939410176159776,0.50577873315468
M10,0.0001989332861515,0.35711061613432793,0.3270748681773775,0.37782987577735405
E05,0.0001984156978524,0.21437868166330545,0.2082566041605415,0.22022502606154087
G57,0.0001983148801896,0.21827002457439362,0.4308860029752161,0.12753520010282612
I69,0.0001979146612814,0.42285996634062545,0.36799658842291544,0.39100084738164026
F84,0.0001940806367651,0.28907798453591776,0.19619414802117127,0.16784245616416338
F43,0.0001899137594191,0.29187542331305366,0.3255252043498158,0.22163838328576965
O41,0.0001898887720651,0.18759943381775412,0.17663635045632117,0.18168446227652713
K72,0.000189188701634,0.4062018178249703,0.41363350562346574,0.45368339256293544
I72,0.0001878807968687,0.2462901507181678,0.26721395159178274,0.20425299483286402
Q89,0.0001876310100395,0.1521894748405913,-0.30971157033441216,0.16467616433787072
Z52,0.0001875004162938,-0.10937186276189798,-0.4439794754637333,0.09748092328153568
S06,0.0001873759979878,0.17833746412952886,0.32482257537808135,0.21831014426832387
H91,0.0001870192064805,0.15352536222056298,0.2279262671510759,0.19426371425146446
Q24,0.0001824559851224,0.11239785992960552,-0.10690760841995219,0.15094856621081765
R69,0.0001802885251486,-0.07322165745358476,-0.19796967651269295,0.025402069018127277
J68,0.0001800780732237,0.44670796063941515,-,0.490036171318846
D35,0.0001800228213352,0.06655119813200332,0.1923424497178948,0.1504360585018775
C20,0.0001800031825037,-0.18812201557617245,-0.14126386845459193,0.04228743942122141
IMO0001,0.0001798017924912,0.3463742625355994,0.38711576577993384,0.31169423381898115
K64,0.0001796739644501,0.19777074676715775,-0.0709331108364331,0.1773571827040311
S72,0.0001794600703091,0.3573437382883256,0.1687860029800776,0.12033779454705713
K61,0.000179123589072,0.2942955243367776,-0.27380088126827873,0.16528442568973292
I12,0.0001788155847776,0.29130466424217333,0.3835129389888832,0.4380883109182398
R58,0.0001766483501258,0.23047348373759777,0.22393330404953318,0.11458271520708008
Z21,0.0001763834243137,0.2623428719356031,0.3399711314022818,0.3101073963457529
Q03,0.0001757486497355,-0.34561396129125055,0.41456690092834186,0.20619227744842702
H25,0.0001752635868749,0.260048920653942,0.1393732404202834,0.2001196689738933
K91,0.0001744430346667,0.417343469490608,0.13781098203000536,0.24005033752597488
C80,0.0001731268442816,-0.2553536176056431,0.13388497029212335,0.15055883894524608
R90,0.000172872349543,-0.0847599127719843,-0.14477430054231646,0.1309488549014874
M85,0.0001719129563421,0.29259798301960915,0.16183813015371995,0.22225348618971283
Z53,0.0001690646265904,0.27590052422781974,0.4822147931651588,0.2517473343086524
D62,0.0001685729458458,0.43153061216927185,0.27598483121054085,0.396073621122081
S93,0.0001671320923776,-0.18551519805623484,-0.1612425858133526,0.06729262349468064
G72,0.0001661817398626,0.45753731420592686,0.4653431766539627,0.43150780160411367
C41,0.0001655544211202,0.29792796227657403,0.06472076770656102,0.06684507852126831
L30,0.0001653638364068,0.09960612485501756,0.3058184665104402,0.20723723723318702
D58,0.0001651242049952,0.1856150901104422,0.2063828541828025,0.2885785042948406
E28,0.0001644901631809,0.34292751997523896,0.41456690092834186,0.2304290701394132
M89,0.0001636532532381,0.30160283258132664,0.3788116988002548,0.1424075028203974
C10,0.0001630054315228,0.26052497108972006,0.12135747638779591,0.090026839346163
J86,0.000161348198122,0.43664419194198667,0.44879233490872433,0.30837369708630163
J47,0.000158003754357,0.2595094435202199,0.15205701802403904,0.323263843348579
A40,0.0001572347586024,0.3588755097556363,0.4836769272437532,0.4678655869386256
I85,0.0001568796365736,0.16383436988338426,0.23353825283226914,0.2448258225507148
O44,0.0001540817083865,0.29832355390464244,0.20193811798360886,0.19286882794965585
O02,0.0001539259434703,-0.2165992291971241,-0.25603881363147896,0.08519283174395946
K08,0.000152952884435,0.20210811266354195,-0.13714217036329687,0.10035407549038992
K81,0.0001525194909961,0.3650999766122715,0.17064688032128586,0.24750677360577697
Z38,0.0001515047576638,0.150676715239248,0.12155351116324668,0.19798235564122027
O13,0.0001508363883293,0.0665617789761619,-0.11848998457039545,0.13907586850557582
E80,0.0001500503093068,0.3812096256404617,0.4208490095593805,0.36773096520004256
J38,0.0001488414254099,0.26353976653317784,0.10757426104048602,0.24462692786145457
E61,0.0001488021256667,0.297138328883604,0.30452099292863916,0.2891889829599053
J41,0.000148687245575,0.2624709318273691,0.49640259235461637,0.38725525974609215
Q90,0.0001484873622623,0.3967769950035962,0.1258388888544711,0.2375216414152442
C24,0.0001480992875207,0.37375654222803084,0.22997482206007436,0.18489213136438065
C44,0.0001469439787362,-0.09008966618000452,0.10859363015467878,0.11681885559690557
C53,0.0001464380827701,0.1250017386954043,-0.17138636088234022,0.03434970047397663
U09,0.0001458022275197,0.2626327750698815,-0.30971157033441216,0.33061044449728594
C06,0.000145794247869,0.2106858391947082,-0.24439752770313414,0.08801237292850976
Z31,0.0001454522366747,-0.39994302114798275,0.17132984758522427,0.08688519548158237
B37,0.0001454501477043,0.35226106563415777,0.3701855024792536,0.26920444180724123
N10,0.0001452144954335,0.33967865261355545,0.14261538238258378,0.32607603360547927
H54,0.0001443090421881,-0.11355434995185996,0.33231428911740185,0.2526134165529045
O03,0.0001436151612177,-0.39553297584835717,-0.38205592724794174,0.05344049383049029
O23,0.0001414138871489,0.2398808099894667,0.269028674314133,0.20573331436416536
N64,0.0001404911761765,0.08332420485445033,-0.1668281127502158,0.06047046467690998
D59,0.0001381087587951,-0.1474218203278668,0.1561149938620751,0.24106056522374053
D46,0.0001372565979823,-0.20359103363752673,-0.05450264037423624,0.13226696758299608
Z72,0.0001366840872148,0.17993191228587144,0.21613225152918497,0.30875548061924996
C15,0.000136330598641,0.07172695824580362,0.11503803694290306,0.06750219204652842
Q44,0.0001352842865536,0.11515864976418039,0.15130298005270867,0.2231087848347218
S88,0.0001341928280366,0.3538415407092325,-,0.36837435163839694
R25,0.000133581664302,0.30570146542220666,0.3675579824930897,0.2570797333709747
B30,0.0001321551973561,0.4319538582631358,-,0.07069479372204109
T50,0.0001316364226477,0.438631527359316,0.4522445776513087,0.3426967201010758
S92,0.0001299321823268,-0.15158930460721962,-0.48360759690734884,0.043858945437261
Z29,0.0001293440554255,0.4200671206363642,0.34779698080301036,0.301799828185362
R47,0.000129132245093,0.3147987411689069,0.32359964325285934,0.285039915169939
O10,0.0001290176054658,0.3599161684027854,-,0.17560024272797567
N83,0.0001287977530946,0.07064701789272479,-0.07620311956070973,0.05079662291826214
Z39,0.0001287686008451,0.2131067054515415,0.14262364067054698,0.14840694244179053
C05,0.0001278232656028,0.29286659889574984,-,0.09116579040112872
F11,0.0001264158698659,0.4390744497071501,0.46083670419862716,0.3144389421809529
C82,0.0001259361985084,0.23527130699190676,0.10467073971169646,0.13918057507791284
R61,0.0001250516961029,-0.3504164777902176,0.25327557567486725,0.24649837772430738
G96,0.0001245638823488,0.19099424356653164,-,0.17372059651343014
S27,0.0001239000204606,0.24917891030222256,0.3468049760908004,0.3356957747691132
I61,0.0001237841232025,0.33719542010840353,0.20296383892927253,0.3066641281145437
K85,0.0001230441302917,0.2824338202343476,0.25945672476165293,0.2687662429366067
O21,0.0001215655654687,-0.14761917278091766,0.19619414802117127,0.127529722720915
N73,0.0001190843488153,0.1557010196880009,-,0.12852073376682985
Z89,0.0001185732008156,0.1490658156719486,0.3486533969455053,0.30918429937101116
R43,0.0001183586839493,0.3376524147348796,0.3742804313295953,0.2752587487502539
K14,0.0001172981867205,0.1712666249040426,0.17779333199903768,0.16629037672592142
C01,0.0001172230369663,0.36104897318080775,0.3460267544329289,0.105580565773241
B35,0.0001166471618904,0.3124719980675215,0.2806482222277997,0.23155597452893867
H90,0.0001161678483054,0.28107457728058904,0.1792072721046654,0.09702513971316581
G81,0.0001155523929576,0.3363521524126489,0.40760602049787226,0.27640211383508756
P22,0.0001143038929617,-0.3076408358802421,-,0.17249209369700302
I37,0.0001140713075164,0.1464701369606704,0.272859980812647,0.1573425957325634
K60,0.0001138272619658,-0.3122016804077463,-0.26123347548467124,0.0655216176012951
O16,0.0001124872030379,-0.11857421565361977,-0.2748508587917502,0.15350804463547083
H61,0.0001121641213226,0.3073393978165343,0.278715896529421,0.17731385321460377
G31,0.0001119970345799,0.4587805032803956,0.4753621215323761,0.26382183714227037
D80,0.0001106943762626,0.267430647032825,0.2628185070538126,0.33719792088454736
B94,0.0001106586039802,0.44113579020238197,0.1952080899850171,0.41725678394459165
O43,0.0001100979050617,0.2754443900298315,0.1724166822525864,0.11511057926937239
R49,0.0001096192062995,0.21040265532637697,0.317701385245187,0.2325339232402347
Z80,0.0001095934217119,-0.07571598378759327,0.12296794060285364,0.10230056465225197
K43,0.0001089320209876,0.20592176898109404,-0.10796188352825493,0.11440580999649533
O46,0.0001085506566376,-0.22050964148494337,-0.21855846329860124,0.11489374965203472
Q26,0.0001084505568067,0.41244004440965815,0.22698411547852748,0.13177202106325595
H10,0.0001081821363703,0.4182753553360621,0.19314106228903447,0.12080098833736716
M86,0.000107670257624,0.4052083512577827,0.36826608151877094,0.2936752899237718
F05,0.0001074083058134,0.4881150620078539,0.4621217767900468,0.5565848208033568
F50,0.0001070923347392,0.20297146865293647,-0.33528377662206,0.23204307257995604
Z46,0.0001066486926954,0.27226890098235773,0.4355400011219511,0.17558516932828522
D25,0.0001062553060221,0.17854947509810098,0.06857601960153838,0.06708307938451358
A08,0.0001042025270336,0.44031613112502904,0.3085857916173318,0.14136248442644647
C7A,0.0001038913576941,0.09768420690668927,0.1727282172661362,0.07729418311781028
G20,0.0001029826372894,0.2970556965365028,0.4444853892291591,0.21989992703777456
Z04,0.0001029209698364,-0.3460055655741415,0.3143201517759822,0.19087113460624625
M80,0.0001028291348053,-0.39936235393177655,0.36063818395973873,0.14073471069389007
Z74,0.0001017392375201,0.39694918732750234,0.4238675188792287,0.3819250601754174
C62,0.0001011014270425,-0.2316130303268532,-,0.04845852360242419
G35,0.0001009240478989,-0.1142308804121534,0.4167688866524105,0.05867344817971587
K58,0.0001003473277092,0.2769658740186253,0.233776928043441,0.2251693522505843
K42,9.967559296886698e-05,0.18283311853607986,0.21021454446905902,0.15916916930039207
N63,9.964128867300304e-05,-0.29871556980121167,-0.1157053581482056,0.06125398099129519
K35,9.941888888459816e-05,-0.2689176251871264,0.09893548113736866,0.13190226054108897
K94,9.885798222546068e-05,0.0796531804782415,0.32885741173111005,0.2375529870808887
N50,9.790507100156272e-05,0.054891954949738184,0.14024586507187078,0.09935921066019253
Q61,9.765900402114204e-05,0.2036928682888785,0.40087073960695385,0.21126324818380127
L65,9.737013960141608e-05,0.4515814078781039,0.23613959932199408,0.290188350337393
M1A,9.701251321956607e-05,0.2702435480235568,0.3824220820479785,0.31053261431434953
L73,9.601572330323752e-05,0.2705849773117083,-0.25603881363147896,0.1859525985946603
T68,9.554081658323832e-05,0.43923714704665123,0.4926110564380704,0.5350328925593997
T65,9.510167238208352e-05,0.3307258859304696,-,0.13372768279164457
E21,9.463798603555129e-05,0.21147679091860266,-0.21527460139860713,0.09035746092551852
M50,9.353145661190162e-05,0.1860460009268393,0.15005059060668383,0.09464250421256919
Q20,9.348685988707296e-05,-0.10487476585240982,-0.11739494264560844,0.08432510169223219
I24,9.319653179807391e-05,0.2202725625177433,0.36686901673442945,0.26823890554968965
B27,9.157201631861823e-05,0.25560610659365085,0.3823747287949989,0.3980826087788886
K36,9.156577100361244e-05,-0.35794276665505176,-,0.19964372571544312
Q87,9.144043114621662e-05,-0.26927468838673757,-0.13560459728262853,0.17505040318248585
Q85,9.111153900374703e-05,0.45519976545496527,-,0.08810201792594982
N32,9.053501776519476e-05,0.27396348411521687,0.23117830025092512,0.16671225761282926
Z14,9.032959406859252e-05,0.43213645262256634,0.14653947067426493,0.21733582327981885
Z82,8.94964944526899e-05,-0.16169995987658572,0.1222655160531237,0.20088317916107304
D17,8.89810174416376e-05,-0.1353336950602628,-,0.0685677019960852
S42,8.872013923507974e-05,-0.15978602231660716,-0.07514774258728821,-0.0316948190025131
10000,8.854218803272677e-05,0.4651901181980911,0.27982265205367574,0.2872227887961004
R80,8.795919314326523e-05,0.41982427167329617,0.32510559088063784,0.40384862224814644
N43,8.768541272409695e-05,0.21538399880309914,0.14563819700378403,0.10789373751650151
P81,8.615971525412845e-05,0.4224342321285121,0.43201407423196664,0.3681296073425319
V87,8.565538703966007e-05,-0.3504164777902176,0.41456690092834186,0.08172200471471193
Z64,8.5017891094334e-05,0.19385330382209556,-,0.1898161716917004
M87,8.496465580074945e-05,0.4291654247085905,0.07722779645007154,0.17274415975241397
M26,8.454413356149924e-05,-0.27377719006561324,0.33038104416196296,0.044963388995818955
J85,8.448887160476308e-05,0.35210409867643044,0.3134608056262271,0.4361923689675875
O20,8.37673264470319e-05,-0.2083234080781589,0.22031904627961613,0.08615774032712308
S81,8.347584694194707e-05,0.23510950286999804,0.15598024719158823,0.16744302394546562
B97,8.330322935961516e-05,0.26565198901798526,0.18977979954143873,0.25452867960873404
T78,8.211042721613424e-05,0.17734162815560603,0.20521633256485017,0.12725926095222573
D75,8.16633726370423e-05,0.24491113216602114,0.2663279736063568,0.22535910883811533
Z22,8.164352067765354e-05,0.4084755080314433,0.37627023668868426,0.3469478545974775
R12,8.152374750597256e-05,0.30477368386301923,0.4023012832611479,0.24825467653253683
R39,8.130454612289722e-05,0.2162136071058491,0.11591441480235132,0.2182581304366617
I38,8.124149075686261e-05,0.4328593335272173,0.29853423996693224,0.3856892710381069
S43,8.106872747406508e-05,-0.2676478760770233,0.10746418110395535,0.044327857762351666
B00,8.035202805883986e-05,0.2727278681405132,0.2787249561624705,0.2585761037087186
C73,8.03209251608504e-05,-0.08039581379203355,0.10285529307013888,0.05001658245273523
J05,7.989849624913064e-05,0.3528109655717818,-,0.0320956187008376
A49,7.978456564254992e-05,0.45918731782529276,0.3950240037262734,0.4320462725668789
S31,7.977749345002558e-05,0.21827473375003364,0.4248874450724341,0.26481280836761684
C95,7.918520156366198e-05,0.23466542441053526,0.35221582883235364,0.1900671915624166
D16,7.860689822070097e-05,-0.10270594717712554,0.15857607490133285,-0.0373729351778146
P92,7.824470371913832e-05,0.15550703487999018,0.33231428911740185,0.22330534602577493
M05,7.786531684038905e-05,0.1886678333171748,0.231958460485427,0.15949173483978552
E89,7.757996365630004e-05,0.11729608757903494,0.22273613175684384,0.19510134749249428
N89,7.573633973123838e-05,-0.09526122719816262,-0.10332851997910567,0.15619640921097355
F14,7.491061433479622e-05,-0.10068197299147306,0.35794140858922957,0.239518965204188
S91,7.43097078007479e-05,0.3385639205647011,-0.27674144777977694,0.12423730748801738
E84,7.409517415605016e-05,0.20866378463528165,0.169645536993298,0.38959811804278416
L60,7.39234692721158e-05,0.269400470385946,0.48125911481308886,0.15342636532573195
Q27,7.380184046196727e-05,-0.08281019338618278,-0.20296495441154885,0.12446425295385688
K90,7.325544089776109e-05,0.3701116291029897,0.13704614388795347,0.23373440616895905
Z47,7.287017360133596e-05,-0.22242319565348115,0.0687549719620061,0.05560622971236343
F02,7.282906723124725e-05,0.40823115358093653,0.4022680529924288,0.36203821955191035
J21,7.218903439271331e-05,0.4297549873556235,0.4107241248658613,0.22253803067346542
G80,7.201921522278401e-05,-0.09683386671146539,-0.3103019764105087,0.01042837909756943
M95,7.119986554659878e-05,0.15945609493503463,-,0.1214364604065461
T38,7.096736657917904e-05,0.4380937276527097,0.4357610333720071,0.4314514468696052
F44,7.093826952375651e-05,0.2911375694236045,0.4740572533066284,0.3060079240394926
D18,7.09052244218949e-05,0.2071850058063035,0.09771011771526306,0.15995892747100507
O32,7.018628539761945e-05,-0.16216590419708438,-0.20815172008453756,0.08131986398554238
C23,7.0084442992106e-05,-0.09610252694050404,-,0.13521331286390972
S41,6.983852577827514e-05,-0.2510860770396744,-,0.10597145886377421
N76,6.827541107844794e-05,0.25220621501231477,0.38629594543258433,0.18125144448025995
S83,6.766134178030648e-05,0.19236645918372275,-0.0657868479199601,-0.05682885867104671
P96,6.75898519022166e-05,-0.3469756110842025,-,0.16405924093585622
M62,6.713156447911215e-05,0.4233211031983078,0.3056509184008783,0.2045251980230604
G50,6.693490901893073e-05,-0.3437739247386791,0.22430612336941771,0.06384482421023127
C51,6.620577235171331e-05,0.14316185717909669,-,0.06503501807356094
Z63,6.6168836731906e-05,0.43937555318900534,0.23026914094782217,0.19983340009417125
N48,6.458474929908792e-05,0.1612455558203327,0.27447673509069037,0.08797666995370569
F39,6.437895694634985e-05,0.3527744831229107,0.36063818395973873,0.22131667506062996
N91,6.426463734569265e-05,-0.12976079914243516,0.08864401095951717,0.12157588254208852
T87,6.417510311644599e-05,-0.3469756110842025,-,0.20446170768505767
T85,6.407005932584823e-05,0.3067877158880096,0.24241841411338025,0.21074611501500687
M24,6.369669568883718e-05,-0.2633023298794156,-0.15257010011225847,0.022923429357940863
E07,6.359003527928257e-05,0.2825092524777382,-0.3216905763660914,0.2424200996492139
I16,6.353302463533115e-05,0.4409516442815853,0.3793665724375655,0.4731536288068713
H52,6.314420735187278e-05,0.4424361744258615,0.2797499743818576,0.22905177427951287
I08,6.312246637487283e-05,-0.40900177405991794,0.34782292962497996,0.2837213390177097
N81,6.274390877942941e-05,-0.34561396129125055,0.27299398473373915,0.18408665270826116
T21,6.26675505252042e-05,0.32075633476464643,0.4691120073923371,0.32024008380281693
H05,6.236598812744439e-05,0.15550703487999018,-,0.08607371061387054
K05,6.150113174117295e-05,0.11346656138649722,-0.314688251564641,0.12400817017421586
Q04,6.094354087164855e-05,0.19947498474798375,0.36312304237165327,0.1892686092492846
I00,6.082042284190876e-05,-0.3504164777902176,-,0.24363359786837907
C88,6.022829366588847e-05,0.21305299555609564,0.21312242184904406,0.14902516043778624
Q53,5.8943062985020805e-05,-0.3469756110842025,-0.30958442608672027,0.18418122783912746
D56,5.8571279823320926e-05,-0.1481738953736635,-0.08739021717625683,0.050588996459601354
K38,5.856172949148525e-05,-0.3460055655741415,-,0.10087086057693663
N85,5.838522196318573e-05,0.24492452799494502,-0.16029952986891666,0.10080857042126426
K20,5.8379761676888266e-05,-0.3385517894855771,0.3069844817834018,0.11879894347914262
L27,5.7860302719877545e-05,0.17485223456451912,0.3919659179726291,0.24627602586657538
C32,5.7730926132389736e-05,-0.33826664023531106,0.24351082150061124,0.10346949091835807
H81,5.769814949296791e-05,0.21223833568412862,0.3278714985980717,0.240755269057118
P83,5.664437030369326e-05,0.3528109655717818,-,0.16167870411657695
Z65,5.597997206153001e-05,-0.3971739140711538,-0.33528377662206,0.2714986870076473
S73,5.566446987603585e-05,0.10149865892814258,-0.1444751702965817,0.05688249300902946
N41,5.469588173341826e-05,0.3528109655717818,0.33231428911740185,0.24039273914132056
J81,5.39630457970497e-05,0.3497737622597513,0.46170703780452493,0.5255815395098904
L98,5.3942034189329176e-05,0.41972744971061954,0.28777468837871195,0.2230909569074209
F60,5.374492733451813e-05,0.2358155773491741,0.2140872077925299,0.25166939384398956
K02,5.358913773727441e-05,0.11323734718198832,0.20129119298132092,0.10403912057019242
Q35,5.343242938509958e-05,0.36104897318080775,0.3386667213447155,0.12301979844303791
N99,5.341660420159219e-05,-0.3469756110842025,-,0.23538279764652453
G36,5.326596539118373e-05,-0.1466373828925218,-,0.0714707526439565
E01,5.326079890806789e-05,0.3588755097556363,-0.32684064780568417,0.23910622718876434
X78,5.317643987068148e-05,-0.3469756110842025,-,0.22073597461099842
K66,5.31372959358782e-05,0.35890904977556887,0.3401508239347179,0.31752083284308213
P07,5.244800673879732e-05,-0.13134700558119677,0.3966565048512815,0.17487358578694304
E06,5.1851402602178696e-05,0.24618358599592427,0.31489016860084673,0.23831892978510877
J92,5.155373636531795e-05,-0.3504164777902176,-,0.34175843671633904
H00,5.075920405362236e-05,0.39223702262429755,-0.16045721577536157,0.0796854509153921
T80,5.073542376624788e-05,0.3687236004169615,0.40040396717060256,0.2789813721161025
H60,5.0021190276670025e-05,-0.1218864421703814,-0.2469353178901705,0.09089508944657895
M04,4.988020145881913e-05,-0.27240333873938494,0.4894896023371255,0.3353214695489903
M12,4.984071707057526e-05,0.1908577652234579,0.3340954835865275,0.07538951811682272
G92,4.97744668435995e-05,0.4890778743095214,0.4712633505563218,0.5974174784934217
P00,4.793784788957271e-05,-0.3076408358802421,-,0.12494183651971282
M67,4.736802594528799e-05,-0.3281908120893393,0.10885442135191709,0.044095437619151585
K30,4.716219297616346e-05,0.13413135650094812,0.15032540230529104,0.27734239705972524
B99,4.697320161869077e-05,0.4900598082573672,0.25083063289540136,0.3747847550604392
L02,4.664151687341599e-05,0.34812146771433866,0.24989105422947008,0.17943685220531494
S39,4.65076145370599e-05,-0.3234272487672007,0.41456690092834186,0.043446721574180044
X58,4.622710855497918e-05,-0.4151712257337238,-0.2469353178901705,0.0729073080677653
F99,4.60894258825769e-05,0.16065689195287228,0.35794140858922957,0.2717989537279635
P78,4.6079224986261016e-05,-0.40900177405991794,-,0.2174293836006218
T40,4.536441964313391e-05,0.20972855443878954,0.4583869812363149,0.33844065461568645
H20,4.521681267188217e-05,-0.38811164097867856,-,0.08995282961861313
H66,4.498277528818842e-05,-0.11982685728269464,-0.10721769025501121,0.04170648122478919
K37,4.489800214397715e-05,0.3588755097556363,-0.2271346170825623,0.1361436010903913
O90,4.485195264608411e-05,-0.38811164097867856,0.3198667195757198,0.14612317014872162
M76,4.468808939147102e-05,-0.38380928552820937,0.11435781024759437,-0.06040328404753433
J69,4.462777936248453e-05,0.4776834704636817,0.3679015670167176,0.47970493464686553
Q54,4.4431868388909055e-05,-0.3469756110842025,-,0.12915935017531913
K27,4.4301890034384926e-05,-0.09069016227431236,0.4046553408202007,0.26524555158494745
R15,4.380416574922441e-05,0.47175516215544805,0.10411844435646068,0.1646315576933913
S69,4.3468621536412565e-05,-0.3234325861233877,-0.2548108347529088,0.04527509111435793
J03,4.286715788175948e-05,-0.3765974268656548,-,0.08176810496338043
X83,4.283153857711933e-05,-0.3504164777902176,-,0.22658793443613692
M23,4.267917072821279e-05,-0.2780606222953302,0.21258179109464428,-0.06518330052807021
H57,4.255288334028135e-05,-0.1391235903736046,0.3071811845630696,0.13455805449667022
J31,4.254672874426301e-05,0.389658250481956,0.2599536253781872,0.3668944128171748
R89,4.2253642702262914e-05,0.22032319302313289,0.16328720761450183,0.277292396664001
D60,4.18384621741569e-05,0.42984557823583514,-,0.270859152955602
H15,4.180022548639284e-05,0.39223702262429755,-,0.1602284872272378
G51,4.166580847765243e-05,0.20623607163163934,-0.13986928928356787,0.17475610770103353
T30,4.1587243158343416e-05,-0.13232558978942033,0.3069143742619954,0.10423169932352322
D06,4.13174691252606e-05,-0.3469756110842025,-,0.150609752416173
T31,4.123737213243641e-05,0.1391490722344857,-,0.20075942474145483
G11,4.073816584222342e-05,0.2658753041770329,-,0.13343066115860294
Z19,4.071996086452419e-05,-0.3460055655741415,-0.38205592724794174,0.12819551065002519
N47,4.0364942631018016e-05,0.23929719585726603,-,0.1295495663683525
S30,3.996275404927068e-05,0.4736241608945829,0.4894896023371255,0.19581378840240102
S10,3.971150993989384e-05,0.4817267520654252,0.33038104416196296,0.16025903127027621
N52,3.9583208590131655e-05,0.31837760743745325,0.2568968934352514,0.2811468426140482
B44,3.9447965001454806e-05,0.41231846964901214,0.298460062417667,0.4072391618174328
K46,3.900850292764335e-05,0.329926477891842,0.15813457134212427,0.14563376223104443
C40,3.836659517684182e-05,0.3942091531010105,-0.4114647193580156,0.04001469883931894
P59,3.8244549388729925e-05,-0.3469756110842025,-0.38205592724794174,0.21577046329376637
I43,3.800319171469603e-05,0.4392253218880362,0.16972246920580586,0.2822389657305219
F88,3.790518922254869e-05,0.3705538076058345,-0.3678540286314138,0.1825828337529592
H93,3.743542753789201e-05,0.29180131570354984,0.15666923386592302,0.1284493112736912
Q28,3.733895255271553e-05,0.19505165862285512,-0.16860410544410703,0.1409226089514241
G54,3.733780099652588e-05,0.14059999814355467,0.36063818395973873,0.122247296923063
M20,3.721038672395043e-05,0.2014018884276363,-0.265285295601444,0.04173403739628257
E27,3.715409278920564e-05,0.3923361563314789,0.3335637388075018,0.2157787661242242
